leavetheadb_desc;아시아개발은행은 1966년 12월 19일에 설립된 지역개발은행으로, 필리핀 마닐라 만달루용의 오르티가스에 본사가 위치하며, 아시아 지역사회 및 경제발전을 촉진하기 위해 전세계에 31개의 현장사무소를 운영합니다. 해당 은행은 아시아-태평양 및 비지역 선진국들을 위한 국제연합 경제사회위원회의 회원국들을 인정합니다. 설립 당시 31개국이었고, 현재는 67개국의 회원국을 보유하고 있으며, 이 중 48개국이 아시아-태평양 지역, 19명은 외부대륙에 위치합니다. 이들은 세계은행을 본보기로, 회원국의 자본투자에 비례해 표를 분배하는 가중투표제도를 실시하며 운영, 예산 및 기타 일반인의 검토를 위한 자료를 요약한 연례보고서를 매년 발표합니다. 2014년 말 기준으로 일본이 15.7%로 가장 큰 비중을 차지하며 미국이 15.6%, 중국이 6.5%, 인도가 6.4%, 호주가 5.8%입니다.;The Asian Development Bank (ADB) is a regional development bank established on 19 December 1966 which is headquartered in Ortigas Center located in Mandaluyong, Metro Manila, Philippines, and maintains 31 field offices around the world, to promote social and economic development in Asia. The bank admits the members of the United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP, formerly the Economic Commission for Asia and the Far East or ECAFE) and non-regional developed countries. From 31 members at its establishment, ADB now has 67 members, of which 48 are from within Asia and the Pacific and 19 outside. The ADB was modeled closely on the World Bank, and has a similar weighted voting system where votes are distributed in proportion with members' capital subscriptions. ADB releases an annual report that summarizes its operations, budget and other materials for review by the public. At the end of 2014, Japan holds the largest proportion of shares at 15.7%. The United States holds 15.6%, China holds 6.5%, India holds 6.4%, and Australia holds 5.8%.;;;;;;;;x;;;;;;;;;;;;;
adbhigh;아시아개발은행 원조 높음;High Asian Development Bank Aid;;;;;;;;x;;;;;;;;;;;;;
adbmedium;아시아개발은행 원조 중간;Medium Asian Development Bank Aid;;;;;;;;x;;;;;;;;;;;;;
adblow;아시아개발은행 원조 낮음;Low Asian Development Bank Aid;;;;;;;;x;;;;;;;;;;;;;
changeadb_title;아시아개발은행 원조 수준 변경;Change Asian Development Bank Aid Levels;;;;;;;;;;;;x
changeadb_desc;아시아개발은행의 의장국이므로, 원조 수준을 우리나라의 경제적 필요에 맞게 바꿀 수 있습니다.;Since we are the chairman of the Asian Development Bank, perhaps we should use that power to change the Asian Development Bank aid level to better suit our country's economic needs?;;;;;;;;;;;;x
adblow_title;아시아 개발은행 원조 수준 낮음;Low Asian Development Bank Aid Levels;;;;;;;;;;;;x
adbmedium_title;아시아 개발은행 원조 수준 중간;Medium Asian Development Bank Aid Levels;;;;;;;;;;;;x
adbhigh_title;아시아 개발은행 원조수준 높음;High Asian Development Bank Aid Levels;;;;;;;;;;;;x
adblow_desc;낮은 수준의 원조는 가맹국들의 경제에 도움을 거의 주지 못할 것입니다.;Low Asian Development Bank Aid Levels to the ADB members will not help their economy much.;;;;;;;;;;;;x
adbmedium_desc;보통 수준의 원조는 가맹국들의 경제에 도움을 조금밖에 주지 못할 것입니다.;Medium Asian Development Bank Aid Levels to the ADB members will help their economy a little.;;;;;;;;;;;;x
adbhigh_desc;높은 수준의 원조는 가맹국들의 경제에 도움을 많이 줄 것입니다.;High Asian Development Bank Aid Levels to the ADB members will help their economy a lot.;;;;;;;;;;;;x
adbhigh_gp;아시아 개발은행 원조수준 높음(채권국);High Asian Development Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
adbmedium_gp;아시아 개발은행 원조수준 중간(채권국);Medium Asian Development Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
adblow_gp;아시아 개발은행 원조수준 높음(채권국);Low Asian Development Bank Aid Levels (Creditor Nation);;;;;;;;;;;;x
EVTDESC1400019;말레이시아 비상사태는 1948년 6월 18일, 말레이지아 북부 페락에서 말레이시아 공산당이 3명의 부동산 관리인을 살해하면서 선포됐습니다. 자세히 말하자면 이들은 제2차 세계대전 동안 나타난 반일유격운동의 결과물인 말레이 공산당의 유격병들에게 살해됐습니다. 말레이시아 공산당은 수천명이 넘는 회원을 가져본 적이 없었음에도 불만이 많았던 중국계의 지지를 이끌어낼 수 있었습니다. 그들은 영국이 말레이시아 시민권 취득법을 쉽게 만들지 않은 것에 화가 났습니다. 전후의 가혹한 경제/사회적 여건도 반정부 활동 증가에 한몫했습니다. 처음 말레이시아 정부는 공산당에 대한 대응이 느렸는데, 1950년 3월까지 반란에 대응할 작전국장을 임명하지 않았을 정도입니다. 새 국장은 중국인 사회가 직면한 근본적인 경제적/사회적/정치적 문제들을 다루는 동시에 공산당을 지지하는 지역의 통제권을 가져올 계획입니다. 하지만 이 계획이 전면 시행되기 전인 1951년 10월 영국 고등판무관 암살사건으로 상황은 더욱 악화됐습니다. 해당 사건은 공산당의 위협에 대처하기 위한 영국의 결의를 자극했고, 말레이시아 정부는 비상대책을 강화했습니다. 말레이시아는 지역사회에서의 지지기반을 파괴해 공산당을 밀림 속으로 몰아넣기 위해 공산주의자들을 표적으로 한 장기작전을 행했는데, 밀림이라면 지지자들의 도움을 받기가 어려울 것입니다.;The Malayan Emergency was declared on 18 June 1948, after three estate managers were murdered in Perak, northern Malaya. The men were murdered by guerrillas of the Malayan Communist Party (MCP), an outgrowth of the anti-Japanese guerrilla movement which had emerged during the Second World War. Despite never having had more than a few thousand members, the MCP was able to draw on the support of many disaffected Malayan Chinese, who were upset that British promises of an easier path to full Malayan citizenship had not been fulfilled. The harsh post-war economic and social conditions also contributed to the rise of anti-government activity. The Malayan government was slow to react to the MCP at first and did not appoint a director of operations to counter the insurgency until March 1950. The new director planned to address the underlying economic, social, and political problems facing the Chinese community while, at the same time, bringing government control to the fringe areas where the MCP received much of its support. Before this plan was fully implemented, however, the situation deteriorated further with the assassination of the British High Commissioner in October 1951. The attack galvanised British resolve to meet the threat posed by the MCP; the Malayan government, in turn, stepped up counter-insurgency measures. Prolonged operations were undertaken against the communists in an effort to destroy their base of support in local communities and to drive them into the jungle, where it would be difficult for them to receive supplies from supporters.;;;;;;;;x;;;;;;;;;;;;;
EVTDESC1400020;말레이시아 비상사태는 1948년 6월 18일, 말레이지아 북부 페락에서 말레이시아 공산당이 3명의 부동산 관리인을 살해하면서 선포됐습니다. 자세히 말하자면 이들은 제2차 세계대전 동안 나타난 반일유격운동의 결과물인 말레이 공산당의 유격병들에게 살해됐습니다. 말레이시아 공산당은 수천명이 넘는 회원을 가져본 적이 없었음에도 불만이 많았던 중국계의 지지를 이끌어낼 수 있었습니다. 그들은 영국이 말레이시아 시민권 취득법을 쉽게 만들지 않은 것에 화가 났습니다. 전후의 가혹한 경제/사회적 여건도 반정부 활동 증가에 한몫했습니다. 처음 말레이시아 정부는 공산당에 대한 대응이 느렸는데, 1950년 3월까지 반란에 대응할 작전국장을 임명하지 않았을 정도입니다. 새 국장은 중국인 사회가 직면한 근본적인 경제적/사회적/정치적 문제들을 다루는 동시에 공산당을 지지하는 지역의 통제권을 가져올 계획입니다. 하지만 이 계획이 전면 시행되기 전인 1951년 10월 영국 고등판무관 암살사건으로 상황은 더욱 악화됐습니다. 해당 사건은 공산당의 위협에 대처하기 위한 영국의 결의를 자극했고, 말레이시아 정부는 비상대책을 강화했습니다. 말레이시아는 지역사회에서의 지지기반을 파괴해 공산당을 밀림 속으로 몰아넣기 위해 공산주의자들을 표적으로 한 장기작전을 행했는데, 밀림이라면 지지자들의 도움을 받기가 어려울 것입니다.;The Malayan Emergency was declared on 18 June 1948, after three estate managers were murdered in Perak, northern Malaya. The men were murdered by guerrillas of the Malayan Communist Party (MCP), an outgrowth of the anti-Japanese guerrilla movement which had emerged during the Second World War. Despite never having had more than a few thousand members, the MCP was able to draw on the support of many disaffected Malayan Chinese, who were upset that British promises of an easier path to full Malayan citizenship had not been fulfilled. The harsh post-war economic and social conditions also contributed to the rise of anti-government activity. The Malayan government was slow to react to the MCP at first and did not appoint a director of operations to counter the insurgency until March 1950. The new director planned to address the underlying economic, social, and political problems facing the Chinese community while, at the same time, bringing government control to the fringe areas where the MCP received much of its support. Before this plan was fully implemented, however, the situation deteriorated further with the assassination of the British High Commissioner in October 1951. The attack galvanised British resolve to meet the threat posed by the MCP; the Malayan government, in turn, stepped up counter-insurgency measures. Prolonged operations were undertaken against the communists in an effort to destroy their base of support in local communities and to drive them into the jungle, where it would be difficult for them to receive supplies from supporters.;;;;;;;;x;;;;;;;;;;;;;
